season,matchweek,home_club,away_club,final_score,goal_club,goal_score,goal_scorer,minute
2017-2018,24,West Ham,Bournemouth,1:1,away,0:1,Ryan Fraser,71
2017-2018,24,West Ham,Bournemouth,1:1,home,1:1,Chicharito,73
2017-2018,24,Man City,Newcastle,3:1,home,1:0,Sergio Aguero,34
2017-2018,24,Man City,Newcastle,3:1,home,2:0,Sergio Aguero,63
2017-2018,24,Man City,Newcastle,3:1,away,2:1,Jacob Murphy,67
2017-2018,24,Man City,Newcastle,3:1,home,3:1,Sergio Aguero,83
2017-2018,24,Southampton,Spurs,1:1,home,1:0,Davinson Sanchez,15
2017-2018,24,Southampton,Spurs,1:1,away,1:1,Harry Kane,18
2017-2018,24,Swansea,Liverpool,1:0,home,1:0,Alfie Mawson,40
2017-2018,25,Swansea,Arsenal,3:1,away,0:1,Nacho Monreal,33
2017-2018,25,Swansea,Arsenal,3:1,home,1:1,Sam Clucas,34
2017-2018,25,Swansea,Arsenal,3:1,home,2:1,Jordan Ayew,61
2017-2018,25,Swansea,Arsenal,3:1,home,3:1,Sam Clucas,86
2017-2018,25,West Ham,Crystal Palace,1:1,away,0:1,Christian Benteke,24
2017-2018,25,West Ham,Crystal Palace,1:1,home,1:1,Mark Noble,43
2017-2018,25,Huddersfield,Liverpool,0:3,away,0:1,Emre can,26
2017-2018,25,Huddersfield,Liverpool,0:3,away,0:2,Roberto Firmino,45+1
2017-2018,25,Huddersfield,Liverpool,0:3,away,0:3,Mohamed Salah,78
2017-2018,25,Chelsea,Bournemouth,0:3,away,0:1,Callum Wilson,51
2017-2018,25,Chelsea,Bournemouth,0:3,away,0:2,Junior Stanislas,64
2017-2018,25,Chelsea,Bournemouth,0:3,away,0:3,Nathan Ake,67
2017-2018,25,Everton,Leicester,2:1,home,1:0,Theo Walcott,25
2017-2018,25,Everton,Leicester,2:1,home,2:0,Theo Walcott,39
2017-2018,25,Everton,Leicester,2:1,away,2:1,Jamie Vardy,71
2017-2018,25,Newcastle,Burnley,1:1,home,1:0,Jamaal Lascelles,65
2017-2018,25,Newcastle,Burnley,1:1,away,1:1,Karl Darlow,85
2017-2018,25,Southampton,Brighton,1:1,away,0:1,Glenn Murray,14
2017-2018,25,Southampton,Brighton,1:1,home,1:1,Jack Stephens,64
2017-2018,25,Man City,West Brom,3:0,home,1:0,Fernandinho,19
2017-2018,25,Man City,West Brom,3:0,home,2:0,Kevin De Bruyne,68
2017-2018,25,Man City,West Brom,3:0,home,3:0,Sergio Aguero,89
2017-2018,25,Spurs,Man Utd,2:0,home,1:0,Christian Eriksen,1
2017-2018,25,Spurs,Man Utd,2:0,home,2:0,Phil Jones,28
2017-2018,26,Burnley,Man City,1:1,away,0:1,Danilo,22
2017-2018,26,Burnley,Man City,1:1,home,1:1,Johann Berg Gudmundsson,82
2017-2018,26,Bournemouth,Stoke City,2:1,away,0:1,Xherdan Shaqiri,5
2017-2018,26,Bournemouth,Stoke City,2:1,home,1:1,Joshua King,70
2017-2018,26,Bournemouth,Stoke City,2:1,home,2:1,Lys Mousset,79
2017-2018,26,Brighton,West Ham,3:1,home,1:0,Glenn Murray,8
2017-2018,26,Brighton,West Ham,3:1,away,1:1,Chicharito,30
2017-2018,26,Brighton,West Ham,3:1,home,2:1,Jose Izquierdo,59
2017-2018,26,Brighton,West Ham,3:1,home,3:1,Pascal Gross,75
2017-2018,26,Leicester,Swansea,1:1,home,1:0,Jamie Vardy,17
2017-2018,26,Leicester,Swansea,1:1,away,1:1,Federico Fernandez,53
2017-2018,26,Man Utd,Huddersfield,2:0,home,1:0,Romelu Lukaku,55
2017-2018,26,Man Utd,Huddersfield,2:0,home,2:0,Alexis Sanchez,68
2017-2018,26,West Brom,Southampton,2:3,home,1:0,Ahmed Hegazy,4
2017-2018,26,West Brom,Southampton,2:3,away,1:1,Mario Lemina,40
2017-2018,26,West Brom,Southampton,2:3,away,1:2,Jack Stephens,43
2017-2018,26,West Brom,Southampton,2:3,away,1:3,James Ward Prowse,55
2017-2018,26,West Brom,Southampton,2:3,home,2:3,Salomon Rondon,72
2017-2018,26,Arsenal,Everton,5:1,home,1:0,Aaron Ramsey,6
2017-2018,26,Arsenal,Everton,5:1,home,2:0,Laurent Koscielny,14
2017-2018,26,Arsenal,Everton,5:1,home,3:0,Aaron Ramsey,19
2017-2018,26,Arsenal,Everton,5:1,home,4:0,Pierre Emerick Aubameyang,37
2017-2018,26,Arsenal,Everton,5:1,away,4:1,Dominic Calvert Lewin,64
2017-2018,26,Arsenal,Everton,5:1,home,5:1,Aaron Ramsey,74
2017-2018,26,Crystal Palace,Newcastle,1:1,away,0:1,Mohamed Diame,22
2017-2018,26,Crystal Palace,Newcastle,1:1,home,1:1,Luka Milivojevic,55
2017-2018,26,Liverpool,Spurs,2:2,home,1:0,Mohamed Salah,3
2017-2018,26,Liverpool,Spurs,2:2,away,1:1,Victor Wanyama,80
2017-2018,26,Liverpool,Spurs,2:2,home,2:1,Mohamed Salah,90+1
2017-2018,26,Liverpool,Spurs,2:2,away,2:2,Harry Kane,90+5
2017-2018,26,Watford,Chelsea,4:1,home,1:0,Troy Deeney,42
2017-2018,26,Watford,Chelsea,4:1,away,1:1,Eden Hazard,82
2017-2018,26,Watford,Chelsea,4:1,home,2:1,Daryl Janmaat,84
2017-2018,26,Watford,Chelsea,4:1,home,3:1,Gerard Deulofeu,88
2017-2018,26,Watford,Chelsea,4:1,home,4:1,Roberto Pereyra,90+1
2017-2018,27,Spurs,Arsenal,1:0,home,1:0,Harry Kane,49
2017-2018,27,Everton,Crystal Palace,3:1,home,1:0,Gylfi Sigurdsson,46
2017-2018,27,Everton,Crystal Palace,3:1,home,2:0,Oumar Niasse,51
2017-2018,27,Everton,Crystal Palace,3:1,home,3:0,Tom Davies,76
2017-2018,27,Everton,Crystal Palace,3:1,away,3:1,Luka Milivojevic,83
2017-2018,27,Stoke City,Brighton,1:1,away,0:1,Jose Izquierdo,32
2017-2018,27,Stoke City,Brighton,1:1,home,1:1,Xherdan Shaqiri,68
2017-2018,27,Swansea,Burnley,1:0,home,1:0,Sung Yueng Ki,81
2017-2018,27,West Ham,Watford,2:0,home,1:0,Chicharito,38
2017-2018,27,West Ham,Watford,2:0,home,2:0,Marko Arnautovic,78
2017-2018,27,Man City,Leicester,5:1,home,1:0,Raheem Sterling,3
2017-2018,27,Man City,Leicester,5:1,away,1:1,Jamie Vardy,24
2017-2018,27,Man City,Leicester,5:1,home,2:1,Sergio Aguero,48
2017-2018,27,Man City,Leicester,5:1,home,3:1,Sergio Aguero,53
2017-2018,27,Man City,Leicester,5:1,home,4:1,Sergio Aguero,77
2017-2018,27,Man City,Leicester,5:1,home,5:1,Sergio Aguero,90
2017-2018,27,Huddersfield,Bournemouth,4:1,home,1:0,Alex Pritchard,7
2017-2018,27,Huddersfield,Bournemouth,4:1,away,1:1,Junior Stanislas,13
2017-2018,27,Huddersfield,Bournemouth,4:1,home,2:1,Steve Mounie,27
2017-2018,27,Huddersfield,Bournemouth,4:1,home,3:1,Steve Cook,66
2017-2018,27,Huddersfield,Bournemouth,4:1,home,4:1,Rajiv Van La Parra,90+5
2017-2018,27,Newcastle,Man Utd,1:0,home,1:0,Matt Ritchie,65
2017-2018,27,Southampton,Liverpool,0:2,away,0:1,Roberto Firmino,6
2017-2018,27,Southampton,Liverpool,0:2,away,0:2,Mohamed Salah,42
2017-2018,27,Chelsea,West Brom,3:0,home,1:0,Eden Hazard,25
2017-2018,27,Chelsea,West Brom,3:0,home,2:0,Victor Moses,63
2017-2018,27,Chelsea,West Brom,3:0,home,3:0,Eden Hazard,71
2017-2018,28,Leicester,Stoke City,1:1,away,0:1,Xherdan Shaqiri,43
2017-2018,28,Leicester,Stoke City,1:1,home,1:1,Jack Butland,70
2017-2018,28,Bournemouth,Newcastle,2:2,away,0:1,Dwight Gayle,17
2017-2018,28,Bournemouth,Newcastle,2:2,away,0:2,Dwight Gayle,45+1
2017-2018,28,Bournemouth,Newcastle,2:2,home,1:2,Adam Smith,80
2017-2018,28,Bournemouth,Newcastle,2:2,home,2:2,Dan Gosling,89
2017-2018,28,Brighton,Swansea,4:1,home,1:0,Glenn Murray,18
2017-2018,28,Brighton,Swansea,4:1,home,2:0,Glenn Murray,69
2017-2018,28,Brighton,Swansea,4:1,home,3:0,Anthony Knockaert,73
2017-2018,28,Brighton,Swansea,4:1,away,3:1,Lewis Dunk,85
2017-2018,28,Brighton,Swansea,4:1,home,4:1,Jurgen Locadia,90
2017-2018,28,Burnley,Southampton,1:1,home,1:0,Ashley Barnes,67
2017-2018,28,Burnley,Southampton,1:1,away,1:1,Manolo Gabbiadini,90
2017-2018,28,Liverpool,West Ham,4:1,home,1:0,Emre can,29
2017-2018,28,Liverpool,West Ham,4:1,home,2:0,Mohamed Salah,51
2017-2018,28,Liverpool,West Ham,4:1,home,3:0,Roberto Firmino,57
2017-2018,28,Liverpool,West Ham,4:1,away,3:1,Michail Antonio,59
2017-2018,28,Liverpool,West Ham,4:1,home,4:1,Sadio Mane,77
2017-2018,28,West Brom,Huddersfield,1:2,away,0:1,Rajiv Van La Parra,48
2017-2018,28,West Brom,Huddersfield,1:2,away,0:2,Steve Mounie,56
2017-2018,28,West Brom,Huddersfield,1:2,home,1:2,Craig Dawson,64
2017-2018,28,Watford,Everton,1:0,home,1:0,Troy Deeney,79
2017-2018,28,Crystal Palace,Spurs,0:1,away,0:1,Harry Kane,88
2017-2018,28,Man Utd,Chelsea,2:1,away,0:1,Willian,32
2017-2018,28,Man Utd,Chelsea,2:1,home,1:1,Romelu Lukaku,39
2017-2018,28,Man Utd,Chelsea,2:1,home,2:1,Jesse Lingard,75
2017-2018,28,Arsenal,Man City,0:3,away,0:1,Bernardo Silva,15
2017-2018,28,Arsenal,Man City,0:3,away,0:2,David Silva,28
2017-2018,28,Arsenal,Man City,0:3,away,0:3,Leroy Sane,33
2017-2018,29,Burnley,Everton,2:1,away,0:1,Cenk Tosun,20
2017-2018,29,Burnley,Everton,2:1,home,1:1,Ashley Barnes,56
2017-2018,29,Burnley,Everton,2:1,home,2:1,Chris Wood,80
2017-2018,29,Leicester,Bournemouth,1:1,away,0:1,Joshua King,35
2017-2018,29,Leicester,Bournemouth,1:1,home,1:1,Riyad Mahrez,90+7
2017-2018,29,Swansea,West Ham,4:1,home,1:0,Sung Yueng Ki,8
2017-2018,29,Swansea,West Ham,4:1,home,2:0,Mike Van Der Hoorn,32
2017-2018,29,Swansea,West Ham,4:1,home,3:0,Andy King,48
2017-2018,29,Swansea,West Ham,4:1,home,4:0,Jordan Ayew,63
2017-2018,29,Swansea,West Ham,4:1,away,4:1,Michail Antonio,78
2017-2018,29,Spurs,Huddersfield,2:0,home,1:0,Heung Min Son,27
2017-2018,29,Spurs,Huddersfield,2:0,home,2:0,Heung Min Son,54
2017-2018,29,Watford,West Brom,1:0,home,1:0,Troy Deeney,77
2017-2018,29,Liverpool,Newcastle,2:0,home,1:0,Mohamed Salah,40
2017-2018,29,Liverpool,Newcastle,2:0,home,2:0,Sadio Mane,55
2017-2018,29,Brighton,Arsenal,2:1,home,1:0,Lewis Dunk,7
2017-2018,29,Brighton,Arsenal,2:1,home,2:0,Glenn Murray,26
2017-2018,29,Brighton,Arsenal,2:1,away,2:1,Pierre Emerick Aubameyang,43
2017-2018,29,Man City,Chelsea,1:0,home,1:0,Bernardo Silva,46
2017-2018,29,Crystal Palace,Man Utd,2:3,home,1:0,Andros Townsend,11
2017-2018,29,Crystal Palace,Man Utd,2:3,home,2:0,Patrick Van Aanholt,48
2017-2018,29,Crystal Palace,Man Utd,2:3,away,2:1,Chris Smalling,55
2017-2018,29,Crystal Palace,Man Utd,2:3,away,2:2,Romelu Lukaku,76
2017-2018,29,Crystal Palace,Man Utd,2:3,away,2:3,Nemanja Matic,90+1
2017-2018,30,Man Utd,Liverpool,2:1,home,1:0,Marcus Rashford,14
2017-2018,30,Man Utd,Liverpool,2:1,home,2:0,Marcus Rashford,24
2017-2018,30,Man Utd,Liverpool,2:1,away,2:1,Eric Bailly,66
2017-2018,30,Everton,Brighton,2:0,home,1:0,Gaetan Bong,60
2017-2018,30,Everton,Brighton,2:0,home,2:0,Cenk Tosun,76
2017-2018,30,Newcastle,Southampton,3:0,home,1:0,Kenedy,2
2017-2018,30,Newcastle,Southampton,3:0,home,2:0,Kenedy,29
2017-2018,30,Newcastle,Southampton,3:0,home,3:0,Matt Ritchie,57
2017-2018,30,West Brom,Leicester,1:4,home,1:0,Salomon Rondon,10
2017-2018,30,West Brom,Leicester,1:4,away,1:1,Jamie Vardy,22
2017-2018,30,West Brom,Leicester,1:4,away,1:2,Riyad Mahrez,62
2017-2018,30,West Brom,Leicester,1:4,away,1:3,Kelechi Iheanacho,76
2017-2018,30,West Brom,Leicester,1:4,away,1:4,Vicente Iborra,90+2
2017-2018,30,West Ham,Burnley,0:3,away,0:1,Ashley Barnes,66
2017-2018,30,West Ham,Burnley,0:3,away,0:2,Chris Wood,70
2017-2018,30,West Ham,Burnley,0:3,away,0:3,Chris Wood,81
2017-2018,30,Chelsea,Crystal Palace,2:1,home,1:0,Willian,25
2017-2018,30,Chelsea,Crystal Palace,2:1,home,2:0,Martin Kelly,32
2017-2018,30,Chelsea,Crystal Palace,2:1,away,2:1,Patrick Van Aanholt,90
2017-2018,30,Arsenal,Watford,3:0,home,1:0,Shkodran Mustafi,8
2017-2018,30,Arsenal,Watford,3:0,home,2:0,Pierre Emerick Aubameyang,59
2017-2018,30,Arsenal,Watford,3:0,home,3:0,Henrikh Mkhitaryan,77
2017-2018,30,Bournemouth,Spurs,1:4,home,1:0,Junior Stanislas,7
2017-2018,30,Bournemouth,Spurs,1:4,away,1:1,Dele Alli,35
2017-2018,30,Bournemouth,Spurs,1:4,away,1:2,Heung Min Son,62
2017-2018,30,Bournemouth,Spurs,1:4,away,1:3,Heung Min Son,87
2017-2018,30,Bournemouth,Spurs,1:4,away,1:4,Serge Aurier,90+1
2017-2018,30,Stoke City,Man City,0:2,away,0:1,David Silva,10
2017-2018,30,Stoke City,Man City,0:2,away,0:2,David Silva,50
2017-2018,31,Bournemouth,West Brom,2:1,away,0:1,Jay Rodriguez,49
2017-2018,31,Bournemouth,West Brom,2:1,home,1:1,Jordon Ibe,77
2017-2018,31,Bournemouth,West Brom,2:1,home,2:1,Junior Stanislas,89
2017-2018,31,Huddersfield,Crystal Palace,0:2,away,0:1,James Tomkins,23
2017-2018,31,Huddersfield,Crystal Palace,0:2,away,0:2,Luka Milivojevic,68
2017-2018,31,Stoke City,Everton,1:2,away,0:1,Cenk Tosun,69
2017-2018,31,Stoke City,Everton,1:2,home,1:1,Eric Maxim Choupo Moting,77
2017-2018,31,Stoke City,Everton,1:2,away,1:2,Cenk Tosun,83
2017-2018,31,Liverpool,Watford,5:0,home,1:0,Mohamed Salah,4
2017-2018,31,Liverpool,Watford,5:0,home,2:0,Mohamed Salah,43
2017-2018,31,Liverpool,Watford,5:0,home,3:0,Roberto Firmino,49
2017-2018,31,Liverpool,Watford,5:0,home,4:0,Mohamed Salah,77
2017-2018,31,Liverpool,Watford,5:0,home,5:0,Mohamed Salah,85
2017-2018,31,Burnley,Chelsea,1:2,away,0:1,Kevin Long,20
2017-2018,31,Burnley,Chelsea,1:2,home,1:1,Ashley Barnes,64
2017-2018,31,Burnley,Chelsea,1:2,away,1:2,Victor Moses,69
2017-2018,31,Swansea,Southampton,0:1,away,0:1,Manolo Gabbiadini,72
2017-2018,31,Leicester,Arsenal,3:1,home,1:0,Kelechi Iheanacho,14
2017-2018,31,Leicester,Arsenal,3:1,away,1:1,Pierre Emerick Aubameyang,53
2017-2018,31,Leicester,Arsenal,3:1,home,2:1,Jamie Vardy,76
2017-2018,31,Leicester,Arsenal,3:1,home,3:1,Riyad Mahrez,90
2017-2018,31,Man City,Brighton,3:1,home,1:0,Danilo,16
2017-2018,31,Man City,Brighton,3:1,away,1:1,Leonardo Ulloa,20
2017-2018,31,Man City,Brighton,3:1,home,2:1,Bernardo Silva,34
2017-2018,31,Man City,Brighton,3:1,home,3:1,Fernandinho,72
2017-2018,31,Spurs,Newcastle,1:0,home,1:0,Harry Kane,50
2017-2018,32,Crystal Palace,Liverpool,1:2,home,1:0,Luka Milivojevic,13
2017-2018,32,Crystal Palace,Liverpool,1:2,away,1:1,Sadio Mane,49
2017-2018,32,Crystal Palace,Liverpool,1:2,away,1:2,Mohamed Salah,84
2017-2018,32,Brighton,Leicester,0:2,away,0:1,Vicente Iborra,83
2017-2018,32,Brighton,Leicester,0:2,away,0:2,Jamie Vardy,90+6
2017-2018,32,Man Utd,Swansea,2:0,home,1:0,Romelu Lukaku,5
2017-2018,32,Man Utd,Swansea,2:0,home,2:0,Alexis Sanchez,20
2017-2018,32,Newcastle,Huddersfield,1:0,home,1:0,Ayoze Perez,80
2017-2018,32,West Ham,Southampton,3:0,home,1:0,Joao Mario,13
2017-2018,32,West Ham,Southampton,3:0,home,2:0,Marko Arnautovic,17
2017-2018,32,West Ham,Southampton,3:0,home,3:0,Marko Arnautovic,45+4
2017-2018,32,Watford,Bournemouth,2:2,home,1:0,Kiko Femenia,13
2017-2018,32,Watford,Bournemouth,2:2,away,1:1,Joshua King,43
2017-2018,32,Watford,Bournemouth,2:2,home,2:1,Roberto Pereyra,49
2017-2018,32,Watford,Bournemouth,2:2,away,2:2,Jermain Defoe,90+2
2017-2018,32,West Brom,Burnley,1:2,away,0:1,Ashley Barnes,22
2017-2018,32,West Brom,Burnley,1:2,away,0:2,Chris Wood,73
2017-2018,32,West Brom,Burnley,1:2,home,1:2,Salomon Rondon,83
2017-2018,32,Everton,Man City,1:3,away,0:1,Leroy Sane,4
2017-2018,32,Everton,Man City,1:3,away,0:2,Gabriel Jesus,12
2017-2018,32,Everton,Man City,1:3,away,0:3,Raheem Sterling,37
2017-2018,32,Everton,Man City,1:3,home,1:3,Yannick Bolasie,63
2017-2018,32,Arsenal,Stoke City,3:0,home,1:0,Pierre Emerick Aubameyang,75
2017-2018,32,Arsenal,Stoke City,3:0,home,2:0,Pierre Emerick Aubameyang,86
2017-2018,32,Arsenal,Stoke City,3:0,home,3:0,Alexandre Lacazette,89
2017-2018,32,Chelsea,Spurs,1:3,home,1:0,Alvaro Morata,30
2017-2018,32,Chelsea,Spurs,1:3,away,1:1,Christian Eriksen,45+1
2017-2018,32,Chelsea,Spurs,1:3,away,1:2,Dele Alli,62
2017-2018,32,Chelsea,Spurs,1:3,away,1:3,Dele Alli,66
2017-2018,33,Bournemouth,Crystal Palace,2:2,away,0:1,Luka Milivojevic,47
2017-2018,33,Bournemouth,Crystal Palace,2:2,home,1:1,Lys Mousset,65
2017-2018,33,Bournemouth,Crystal Palace,2:2,away,1:2,Wilfried Zaha,75
2017-2018,33,Bournemouth,Crystal Palace,2:2,home,2:2,Joshua King,89
2017-2018,33,Brighton,Huddersfield,1:1,home,1:0,Jonas Lossl,29
2017-2018,33,Brighton,Huddersfield,1:1,away,1:1,Steve Mounie,32
2017-2018,33,Leicester,Newcastle,1:2,away,0:1,Jonjo Shelvey,18
2017-2018,33,Leicester,Newcastle,1:2,away,0:2,Ayoze Perez,75
2017-2018,33,Leicester,Newcastle,1:2,home,1:2,Jamie Vardy,83
2017-2018,33,Stoke City,Spurs,1:2,away,0:1,Christian Eriksen,52
2017-2018,33,Stoke City,Spurs,1:2,home,1:1,Mame Diouf,57
2017-2018,33,Stoke City,Spurs,1:2,away,1:2,Harry Kane,63
2017-2018,33,Watford,Burnley,1:2,home,1:0,Roberto Pereyra,61
2017-2018,33,Watford,Burnley,1:2,away,1:1,Sam Vokes,70
2017-2018,33,Watford,Burnley,1:2,away,1:2,Jack Cork,73
2017-2018,33,West Brom,Swansea,1:1,home,1:0,Jay Rodriguez,54
2017-2018,33,West Brom,Swansea,1:1,away,1:1,Tammy Abraham,75
2017-2018,33,Man City,Man Utd,2:3,home,1:0,Vincent Kompany,25
2017-2018,33,Man City,Man Utd,2:3,home,2:0,Ilkay Gundogan,30
2017-2018,33,Man City,Man Utd,2:3,away,2:1,Paul Pogba,53
2017-2018,33,Man City,Man Utd,2:3,away,2:2,Paul Pogba,55
2017-2018,33,Man City,Man Utd,2:3,away,2:3,Chris Smalling,69
2017-2018,33,Arsenal,Southampton,3:2,away,0:1,Shane Long,17
2017-2018,33,Arsenal,Southampton,3:2,home,1:1,Pierre Emerick Aubameyang,28
2017-2018,33,Arsenal,Southampton,3:2,home,2:1,Danny Welbeck,38
2017-2018,33,Arsenal,Southampton,3:2,away,2:2,Charlie Austin,73
2017-2018,33,Arsenal,Southampton,3:2,home,3:2,Danny Welbeck,81
2017-2018,33,Chelsea,West Ham,1:1,home,1:0,Cesar Azpilicueta,36
2017-2018,33,Chelsea,West Ham,1:1,away,1:1,Chicharito,73
2017-2018,34,Southampton,Chelsea,2:3,home,1:0,Dusan Tadic,21
2017-2018,34,Southampton,Chelsea,2:3,home,2:0,Jan Bednarek,60
2017-2018,34,Southampton,Chelsea,2:3,away,2:1,Olivier Giroud,70
2017-2018,34,Southampton,Chelsea,2:3,away,2:2,Eden Hazard,75
2017-2018,34,Southampton,Chelsea,2:3,away,2:3,Olivier Giroud,78
2017-2018,34,Burnley,Leicester,2:1,home,1:0,Chris Wood,6
2017-2018,34,Burnley,Leicester,2:1,home,2:0,Kevin Long,9
2017-2018,34,Burnley,Leicester,2:1,away,2:1,Jamie Vardy,72
2017-2018,34,Crystal Palace,Brighton,3:2,home,1:0,Wilfried Zaha,5
2017-2018,34,Crystal Palace,Brighton,3:2,home,2:0,James Tomkins,14
2017-2018,34,Crystal Palace,Brighton,3:2,away,2:1,Glenn Murray,18
2017-2018,34,Crystal Palace,Brighton,3:2,home,3:1,Wilfried Zaha,24
2017-2018,34,Crystal Palace,Brighton,3:2,away,3:2,Jose Izquierdo,34
2017-2018,34,Huddersfield,Watford,1:0,home,1:0,Tom Ince,90+1
2017-2018,34,Swansea,Everton,1:1,away,0:1,Kyle Naughton,43
2017-2018,34,Swansea,Everton,1:1,home,1:1,Jordan Ayew,71
2017-2018,34,Liverpool,Bournemouth,3:0,home,1:0,Sadio Mane,7
2017-2018,34,Liverpool,Bournemouth,3:0,home,2:0,Mohamed Salah,69
2017-2018,34,Liverpool,Bournemouth,3:0,home,3:0,Roberto Firmino,90
2017-2018,34,Spurs,Man City,1:3,away,0:1,Gabriel Jesus,22
2017-2018,34,Spurs,Man City,1:3,away,0:2,Ilkay Gundogan,25
2017-2018,34,Spurs,Man City,1:3,home,1:2,Christian Eriksen,42
2017-2018,34,Spurs,Man City,1:3,away,1:3,Raheem Sterling,72
2017-2018,34,Newcastle,Arsenal,2:1,away,0:1,Alexandre Lacazette,14
2017-2018,34,Newcastle,Arsenal,2:1,home,1:1,Ayoze Perez,29
2017-2018,34,Newcastle,Arsenal,2:1,home,2:1,Matt Ritchie,68
2017-2018,34,Man Utd,West Brom,0:1,away,0:1,Jay Rodriguez,73
2017-2018,34,West Ham,Stoke City,1:1,away,0:1,Peter Crouch,79
2017-2018,34,West Ham,Stoke City,1:1,home,1:1,Andy Carroll,90
2017-2018,35,Brighton,Spurs,1:1,away,0:1,Harry Kane,48
2017-2018,35,Brighton,Spurs,1:1,home,1:1,Pascal Gross,50
2017-2018,35,Bournemouth,Man Utd,0:2,away,0:1,Chris Smalling,28
2017-2018,35,Bournemouth,Man Utd,0:2,away,0:2,Romelu Lukaku,70
2017-2018,35,West Brom,Liverpool,2:2,away,0:1,Danny Ings,4
2017-2018,35,West Brom,Liverpool,2:2,away,0:2,Mohamed Salah,72
2017-2018,35,West Brom,Liverpool,2:2,home,1:2,Jake Livermore,79
2017-2018,35,West Brom,Liverpool,2:2,home,2:2,Salomon Rondon,88
2017-2018,35,Arsenal,West Ham,4:1,home,1:0,Nacho Monreal,51
2017-2018,35,Arsenal,West Ham,4:1,away,1:1,Marko Arnautovic,64
2017-2018,35,Arsenal,West Ham,4:1,home,2:1,Aaron Ramsey,82
2017-2018,35,Arsenal,West Ham,4:1,home,3:1,Alexandre Lacazette,85
2017-2018,35,Arsenal,West Ham,4:1,home,4:1,Alexandre Lacazette,89
2017-2018,35,Stoke City,Burnley,1:1,home,1:0,Badou Ndiaye,11
2017-2018,35,Stoke City,Burnley,1:1,away,1:1,Ashley Barnes,62
2017-2018,35,Man City,Swansea,5:0,home,1:0,David Silva,12
2017-2018,35,Man City,Swansea,5:0,home,2:0,Raheem Sterling,16
2017-2018,35,Man City,Swansea,5:0,home,3:0,Kevin De Bruyne,54
2017-2018,35,Man City,Swansea,5:0,home,4:0,Bernardo Silva,64
2017-2018,35,Man City,Swansea,5:0,home,5:0,Gabriel Jesus,88
2017-2018,35,Everton,Newcastle,1:0,home,1:0,Theo Walcott,51
2017-2018,35,Chelsea,Huddersfield,1:1,away,0:1,Laurent Depoitre,50
2017-2018,35,Chelsea,Huddersfield,1:1,home,1:1,Marcos Alonso,62
2017-2018,36,Crystal Palace,Leicester,5:0,home,1:0,Wilfried Zaha,17
2017-2018,36,Crystal Palace,Leicester,5:0,home,2:0,James McArthur,38
2017-2018,36,Crystal Palace,Leicester,5:0,home,3:0,Ruben Loftus Cheek,81
2017-2018,36,Crystal Palace,Leicester,5:0,home,4:0,Patrick Van Aanholt,84
2017-2018,36,Crystal Palace,Leicester,5:0,home,5:0,Christian Benteke,90
2017-2018,36,Huddersfield,Everton,0:2,away,0:1,Cenk Tosun,39
2017-2018,36,Huddersfield,Everton,0:2,away,0:2,Idrissa Gueye,77
2017-2018,36,Newcastle,West Brom,0:1,away,0:1,Matt Phillips,29
2017-2018,36,Southampton,Bournemouth,2:1,home,1:0,Dusan Tadic,25
2017-2018,36,Southampton,Bournemouth,2:1,away,1:1,Joshua King,45+1
2017-2018,36,Southampton,Bournemouth,2:1,home,2:1,Dusan Tadic,54
2017-2018,36,Swansea,Chelsea,0:1,away,0:1,Cesc Fabregas,4
2017-2018,36,West Ham,Man City,1:4,away,0:1,Leroy Sane,13
2017-2018,36,West Ham,Man City,1:4,away,0:2,Pablo Zabaleta,27
2017-2018,36,West Ham,Man City,1:4,home,1:2,Aaron Cresswell,42
2017-2018,36,West Ham,Man City,1:4,away,1:3,Gabriel Jesus,53
2017-2018,36,West Ham,Man City,1:4,away,1:4,Fernandinho,64
2017-2018,36,Man Utd,Arsenal,2:1,home,1:0,Paul Pogba,16
2017-2018,36,Man Utd,Arsenal,2:1,away,1:1,Henrikh Mkhitaryan,51
2017-2018,36,Man Utd,Arsenal,2:1,home,2:1,Marouane Fellaini,90+1
2017-2018,36,Spurs,Watford,2:0,home,1:0,Dele Alli,16
2017-2018,36,Spurs,Watford,2:0,home,2:0,Harry Kane,48
2017-2018,37,Brighton,Man Utd,1:0,home,1:0,Pascal Gross,57
2017-2018,37,Stoke City,Crystal Palace,1:2,home,1:0,Xherdan Shaqiri,42
2017-2018,37,Stoke City,Crystal Palace,1:2,away,1:1,James McArthur,68
2017-2018,37,Stoke City,Crystal Palace,1:2,away,1:2,Patrick Van Aanholt,86
2017-2018,37,Bournemouth,Swansea,1:0,home,1:0,Ryan Fraser,37
2017-2018,37,Leicester,West Ham,0:2,away,0:1,Joao Mario,34
2017-2018,37,Leicester,West Ham,0:2,away,0:2,Mark Noble,64
2017-2018,37,Watford,Newcastle,2:1,home,1:0,Roberto Pereyra,3
2017-2018,37,Watford,Newcastle,2:1,home,2:0,Andre Gray,28
2017-2018,37,Watford,Newcastle,2:1,away,2:1,Ayoze Perez,55
2017-2018,37,West Brom,Spurs,1:0,home,1:0,Jake Livermore,90+2
2017-2018,37,Everton,Southampton,1:1,away,0:1,Nathan Redmond,56
2017-2018,37,Everton,Southampton,1:1,home,1:1,Tom Davies,90+6
